category,id,name,likes,talking_about_count,were_here_count,location-street,location-city,location-country,location-zip,location-lat-lng,link,phone,website,description,members,mission,general_info,products,hours,category_list,cover,emails,founded
Farming/agriculture,284093248336559,"Destination Agro Farm(Cattle Farm)",994,29,3,,Bhaktapur,Nepal,25133,"27.6667,85.4167",https://www.facebook.com/destinationagrofarm,0977-01-4254522,<<not-applicable>>,"Destination Agro Farm is registered from Government of Nepal, Company Register Kathmandu, Nepal.","""""","Our mission is produce all kind of an Agricultural product to fulfill Country's Demand and as well as export other country, too. ","""""","""""","""""","Agricultural Service",object,"""""",""""""
"Community organization",185045931642927,"Nabin Agriculture Cooperative Limited",447,1,0,"jagati choke",Bhaktapur,Nepal,+97716612507,"27.6667,85.4167",https://www.facebook.com/NabinAgricultureCooperativeLimited,016612507,<<not-applicable>>,"""""","""""","""""","""""","""""","""""","Fishing/Farm/Agricultural Service",object,"""""","Hari Prasad Chhwaju"
Hotel,812579008807591,"Shanti Shanti Retreat Centre",662,0,8,"araniko highway,suryabinayak",Bhaktapur,Nepal,44800,"27.6667,85.4167",https://www.facebook.com/ShantiShantiRetreatcentre,9808307725,http://www.himalayanmotorcycleadventure.com,"""""","""""","""""","""""","""""","""""","Bar/Hotel/Yoga &amp; Pilates",object,"""""",""""""
Computers/technology,1561141664173116,"GiltEdge Solutions",78,0,0,,Bhaktapur,Nepal,,"27.6733489251,85.4052569589",https://www.facebook.com/giltedgesolutions,"9803054811,9843158949,9813603006",http://www.facebook.com/giltedgesolutions,"""""","""""","Webdesign
Webapp
Ecommerce","""""","""""","""""",Computers/Technology,object,"""""","Suraz khadka
Bishal thapa
Bibek khadka"
"Non-governmental organization (ngo)",121456491368273,"Utthan Nepal",416,4,0,,Bhaktapur,Nepal,01-977,"27.64904367,85.42899537",https://www.facebook.com/utthannepal,"9849179257-satulan ","""""","UTTHAN Nepal is a socially responsible, non-profit organization established in 2012 under Nepal Organization Act- 1978 and it received affiliation to the Social Welfare Council (SWC), with the intention to uplift the underprivileged children and Youth of Nepalese society by joining hands.

We can see our children and youth working everywhere from disorganized to organized sectors.It reflects the socio-economic background of a nation. As lives in the family has to face difficulties arising from economic poorness, it has direct effect and has long term implication on the status of children and youth.With such reality the are compel to share labor in their life as cruel truth so that their families can afford a good living.

As per population last census, it shows that one percent of the households (39955 households) in Nepal has domestic child workers and these domestic workers consists of 57295 in numbers of which 62.8 percent are males and 37.2 percent females. Families can’t afford high-pay education, hence their child are kept at home or sent to become a child worker. So we hope that our small initiative can change few life, can provide them few reasons to smile.

UTTHAN NEPAL seeks the support from all part of the world to make these children and youth bright citizen of this country Nepal so we humbly request you all to give your kind support, consideration and best wishes.","""""","- Providing formal education and other relevant facilities to underprivileged children   
  and youth of our society by sponsorship.
- To work and raise voice against any kind of child and youth violence or 
  exploitation and to promote child right.
- Campaigns for education awareness.
- Joining hand with other partner organizations To uplift the children and youth of 
   nation.
- Build a sustainable project so to support the economically backward and needy 
  children and youth...
","""""","""""","""""","Non-Governmental Organization (NGO)",object,"""""",2012
"Spas/beauty/personal care",830308217040700,"4s BeautyParlour & Cosmetics",84,3,0,"Tourism Market",Bhatgaon,Nepal,+9771,"27.6833,85.4167",https://www.facebook.com/pages/4s-BeautyParlour-Cosmetics/830308217040700,"""""","""""","""""","""""","""""","""""","""""","""""","Cosmetics &amp; Beauty Supply",object,"""""",""""""
Shopping/retail,845682412138671,"Pregyaj Jewellar",209,1,0,Bhaktapur,Bhaktapur,Nepal,977,"27.6667,85.4167",https://www.facebook.com/pregyaj.J,"9849424773,9841950068","""""","""""","""""","""""","""""","""""",object,"Jewelry Store",object,"""""",""""""
"Business services",426635977459782,"Dubai Tourist /Work permit Visa For Nepalese",826,16,4,kathmandu,Kathmandu,Nepal,3845943,"27.6716823,85.4285549",https://www.facebook.com/pages/Dubai-Tourist-Work-permit-Visa-For-Nepalese/426635977459782,00971556348617,"""""","""""","""""","""""","""""","""""","""""","Business Consultant",object,"""""",""""""
"Event planning/event services",289598984516228,"Sound Buzz",924,1,2,"Sukuldhoka (Tulachhen)",Bhaktapur,Nepal,00977,"27.672325122098,85.430229062271",https://www.facebook.com/pages/Sound-Buzz/289598984516228,"9851021779, 9843317758",https://www.facebook.com/dzinsane,"""""","""""","""""","""""","""""","""""",Event,object,"""""",""""""
"Local business",989783504381589,"House of Antiques & Handicrafts",127,0,0,,Bhaktapur,Nepal,,"27.6667,85.4167",https://www.facebook.com/pages/House-of-Antiques-Handicrafts/989783504381589,9841251799,"""""","It has been 5 years ""House of Antiques & Handicrafts"" located in Tibucha, Bhaktapur, Nepal has offered all types of Antique items, Sakunda, Pottery, Canvas Paintings, Wooden & Stone items. We have gained the trust of costumers and never disappointed in the matter of quality. The order from the costumers has always been delivered in time. And at last we have good reputation of keeping up the antique touch on our handicrafts representing our cultures and traditions.","""""","""""","""""","""""","""""","Antique Store",object,"""""",""""""
Shopping/retail,468341886606225,Skull/casanova,1093,10,0,"SKULL  adarhsa-7",Bhatgaon,Nepal,44600,"27.6833,85.4167",https://www.facebook.com/skulll,9841394929,"""""","""""","""""","""""","""""","""""",object,"Clothing Store",object,"""""",""""""
Health/medical/pharmaceuticals,1382048828784872,"Anmol Pharmacy",71,2,0,"Adarsha chowk",Bhaktapur,Nepal,,"27.6667,85.4167",https://www.facebook.com/anmolpharmacy,"""""","""""","""""","""""","""""","""""","""""","""""",Pharmacy,object,"""""",""""""
Organization,679166785487385,CSN,334,0,0,bhaktapur,Bhaktapur,Nepal,oo977,"27.6667,85.4167",https://www.facebook.com/pages/CSN/679166785487385,"""""","""""","""""","""""","""""","""""","""""","""""",Organization,object,"""""",""""""
Organization,584680088275360,"Goju-Ryu Karate Do, Bhaktapur",399,3,0,Suryabinayak,Bhaktapur,Nepal,,"27.6667,85.4167",https://www.facebook.com/pages/Goju-Ryu-Karate-Do-Bhaktapur/584680088275360,9841582190,"""""","""""","""""","""""","""""","""""","""""",Organization,object,"""""",""""""
"Professional services",1575769865987356,"कटक जनरल स्टाेर एन्ड काेल्ड सेन्टर",41,1,1494,"पायल ५ भक्तपुर गाौडाबजार अछाम",Bhaktapur,Nepal,५०००१,"27.6667,85.4167",https://www.facebook.com/pages/%E0%A4%95%E0%A4%9F%E0%A4%95-%E0%A4%9C%E0%A4%A8%E0%A4%B0%E0%A4%B2-%E0%A4%B8%E0%A5%8D%E0%A4%9F%E0%A4%BE%E0%A5%87%E0%A4%B0-%E0%A4%8F%E0%A4%A8%E0%A5%8D%E0%A4%A1-%E0%A4%95%E0%A4%BE%E0%A5%87%E0%A4%B2%E0%A5%8D%E0%A4%A1-%E0%A4%B8%E0%A5%87%E0%A4%A8%E0%A5%8D%E0%A4%9F%E0%A4%B0/1575769865987356,009779868448827,http://katakgeneralstores.net,"""""","""""","""""","""""","""""","""""","Fast Food Restaurant",object,"""""",""""""
"Community organization",1447614475527615,"Youth Movement Club Bhaktapur",761,5,1,,Kathmandu,Nepal,977,"27.6667,85.4167",https://www.facebook.com/pages/Youth-Movement-Club-Bhaktapur/1447614475527615,+977016612856,http://combatterrorismrna16.weebly.com,"""""","""""","To empower the Youths and mobilize the existing resources from the Local Level.","""""","""""","""""","Youth Organization",object,"""""","Arun Sainju"
"Museum/art gallery",849625868381454,Kipagallery,202,1,1,"Madhyapur Thimi - 15, Gatthghar",Bhaktapur,Nepal,000977,"27.6667,85.4167",https://www.facebook.com/kipagallery,+977-1-6637427,http://www.kipagallery.com,"Online gallery of Nepali contemporary, modern, Nepali pauba, Thanka, sculpture & crafts. Huge collection of various painting, sculpture, and Photos of professional to newbie. Platform for newbie to professional artist to showcase their creation to their targeted audience i. e. art collector, art enthusiasts, students, scholars etc. Buy and sales contemporary, modern, Nepali Pauba, Thanka, sculpture, crafts, applied art, architecture at nominal and affordable rate. Learning center for student to know the art trend in Nepal and exposes of artist versatility to the art arena.","""""","""""","""""","""""",object,"Arts &amp; Crafts Supply Store/Art Gallery",object,"""""",""""""
Shopping/retail,304527373064806,Vastralaya,521,1,0,"Ram Mandir near Om Santi Tailor",Bhatgaon,Nepal,977,"27.6833,85.4167",https://www.facebook.com/vastralaya11,9851001854,"""""","""""","""""","""""","""""","""""","""""","Shopping &amp; Retail",object,"""""",""""""
Shopping/retail,416206078527550,"Style Hunt",149,0,0,Golmadhi,Bhaktapur,Nepal,44600,"27.6667,85.4167",https://www.facebook.com/pages/Style-Hunt/416206078527550,9808173678,http://twitter.com,"""""","""""","""""","""""","""""","""""","Men&#039;s Clothing Store/Clothing Supply &amp; Distribution",object,"""""",""""""
"Real estate",1024376310910626,"Real Estate Nepal",181,0,0,"Bhaktapur, Dattatreya",Bhaktapur,Nepal,44800,"27.6667,85.4167",https://www.facebook.com/Real.estate.business.nepal,9843578100,"""""","""""","""""","""""","""""","""""","""""","Real Estate Agent/Real Estate Service/Commercial Real Estate",object,"""""",""""""
Tours/sightseeing,649822698454919,"Trekking with suresh",56,1,0,Gundu-02,Bhaktapur,Nepal,0977,"27.6667,85.4167",https://www.facebook.com/Trekkingwidsuresh,"""""","""""","""""","""""","""""","""""","""""","""""","Professional Services",object,"""""",""""""
Automotive,897115056997009,"New Chandeswari Motor Parts",54,0,0,"sallaghari, bhaktapur",Bhaktapur,Nepal,01,"27.6667,85.4167",https://www.facebook.com/pages/New-Chandeswari-Motor-Parts/897115056997009,9851073907,"""""","""""","""""","""""","""""","""""","""""",Automotive,"""""","""""",""""""
"Local business",646604165410228,"Perfect. The Clothing Store",4047,0,4,Banshagopal,Bhaktapur,Nepal,00977,"27.6667,85.4167",https://www.facebook.com/clothingstoreprefect,9841648561,"""""","""""","""""","""""","""""","""""",object,"Women&#039;s Clothing Store",object,"""""",""""""
"Pet services",149283918598348,"Max Dog Breeders",783,29,7,changunarayan-6,Bhaktapur,Nepal,0977,"27.6733303284,85.4043901507",https://www.facebook.com/pages/Max-Dog-Breeders/149283918598348,9849227860,"""""","""""","""""","""""","""""","""""","""""","Pet Service",object,"""""",""""""
"Local business",1522928214630057,"Best Tshirt",262,0,0,,Bhaktapur,Nepal,,"27.673492078716,85.386064070361",https://www.facebook.com/pages/Best-Tshirt/1522928214630057,9841,http://www.best.com.np,"A Collection Of The Best Tshirts & New Fashion Tshirt Shop","""""","""""","""""","""""",object,"Printing Service/Clothing Store/Clothing Supply &amp; Distribution",object,"""""",""""""
"Local business",595246293840190,"Kumari Collection",543,0,0,Golmadhi-7,Bhaktapur,Nepal,,"27.6667,85.4167",https://www.facebook.com/KumariCollection,977-1-6610855,"""""","""""","""""","""""","""""","""""",object,"Manufacturing/Arts &amp; Crafts Supply Store/Wholesale &amp; Supply Store",object,"""""",""""""
"Non-profit organization",712224922156338,"Eco-reach Foundation",1179,2,2,Bagbazar,Kathmandu,Nepal,44600,"27.666666666667,85.416666666667",https://www.facebook.com/ecoreachfoundation,"""""",http://www.ecoreachfoundation.org.np,"The Eco-Reach Foundation (ER Foundation)  is a non-governmental and non-profit organization aiming for sustainable development and conservation of natural resources. It is registered with the District Office in Kathmandu as well as with the Social Welfare Council (SWC). ER Foundation aim is to operate throughout the world with networking with like minded people, activists and volunteers. ","""""","""Serve to Conserve""","""""","""""","""""","Environmental Conservation",object,"""""","10 June 2014"
"Sports venue",852188921504352,"Khwopa Futsal Academy",148,2,0,,Bhaktapur,Nepal,44800,"27.671318574153,85.440227744586",https://www.facebook.com/khwopaFutsal,9803744736,http://khwopafutsal.blogspot.com,"Best place for recreation,you can enjoy Futsal in excellent environment.Located at Bhaktapur, opposite of Khwopa engineering college.

Five-a-side football
Night Football
Futsal League
Football Coaching","""""","""""","""""","""""",object,"Sports Venue &amp; Stadium/Recreation Center/Sports Center",object,"""""",""""""
"Local business",317862541725634,"Silver Shine Entertainment",204,0,2,"Madhyapur-16,Lokanthali",Bhaktapur,Nepal,00977,"27.6667,85.4167",https://www.facebook.com/entertainmentsilvershine,+9779851078206/9841310423,https://www.youtube.com/silvershinenepal,"Mission
By God's grace, Silver Shine Entertainment, a group of like-minded, artistically and technologically talented people, with a passion to produce entertainment in its purest form seek to enhance our national film-making technology to take the entire business to a world-class level and to provide 
quality entertainment to the Nepal and beyond.

Company Overview
Silver Shine Entertainment is a Digital Film,Editing and Animation company making all sorts of movies or media productions mostly centered on Editing and Coloring. The group accepts production contracts such as Event Coverage, Documentaries, Music Videos, and Outsourced mainstream editing. 

Description
Silver Shine Entertainment is a Production company based in Madhyapur-16,Lokanthali,Bhaktapur licensed to operate all over the country. Though 
most of the products generated by the company are for domestic consumption, the company accepts International contracts (outsourced) for visual effects editing work. So far, SILVER SHINE has not disappointed any of its customers and we are striving to keep it that way. Though we are very tempted to include a list of movies we had a hand in! We have learned this lesson well and we'll make sure that any project we work on in the future will have some clause that will allow us to be credited.","""""","""""","1) TVC,
2) Film Editing,
3) Documentaries,
4) Photography,
5) Music Video,
6) Corporate Video,
7) Short Films,
8) Event Management,etc
    ","""""","""""","Broadcasting &amp; Media Production/Music Production/Entertainment Service",object,"""""",""""""
